audio_file|text|speaker_name
wavs/VietMed_007_a_154.wav|cái đó chỉ là tập về cơ bắp thôi à còn ở cũng tương tự như là đi bộ chạy bộ thì|VietMed_007_a
wavs/VietMed_007_a_156.wav|việc duy trì sức khỏe do đó là những cái bài tập nói chung là nó nhẹ nhàng và nó kéo dài thì sẽ tốt hơn là|VietMed_007_a
wavs/VietMed_007_a_158.wav|phải vừa sức mình nữa thì nếu mà cho phù hợp với lứa tuổi của mình luôn thì bạn|VietMed_007_a
wavs/VietMed_007_a_159.wav|chỉ nói đến chuyện rung nhĩ không thôi nhưng mà nếu mà cả chuyện rung nhĩ đó mà đã có những cái biến chứng ví dụ như nó|VietMed_007_a
wavs/VietMed_007_a_16.wav|nhóm thuốc mà được chứng minh và được sử dụng khá là lâu đời thì là đối kháng với vitamin k|VietMed_007_a
wavs/VietMed_007_a_160.wav|có kèm suy tim chẳng hạn thì cái bài tập ta sẽ khác và cả còn nếu mà trị rung|VietMed_007_a
wavs/VietMed_007_a_162.wav|bộ với chạy bộ thì cũng phải giữ cho nó vừa sức với mình tuy nhiên thì đối với|VietMed_007_a
wavs/VietMed_007_a_164.wav|thương xây xát gì đó thì nó sẽ dễ bị bầm máu chảy máu và chảy máu kéo dài hơn giờ nên chúng ta phải lưu ý cái này trong|VietMed_007_a
wavs/VietMed_007_a_165.wav|cái việc an toàn thì những cái bài tập là phù hợp thì cái khuyến cáo chung của|VietMed_007_a
wavs/VietMed_007_a_18.wav|nhóm thuốc này á thì nó là rất là lâu đời và nó không có mất tiền rất là rẻ là|VietMed_007_a
wavs/VietMed_007_a_19.wav|nhưng mà cái khó khăn là cái cái thuốc này không phải là tôi uống đúng liều|VietMed_007_a
wavs/VietMed_007_a_2.wav|lên tắc các mạch máu não thì như vậy thì phòng ngừa các biến chứng này thì chúng ta làm sao để cho cái cục máu đông|VietMed_007_a
wavs/VietMed_007_a_20.wav|lượng một viên nửa viên một phần tư viên vân vân là nó sẽ mang lại cho hiệu quả tốt đâu mà|VietMed_007_a
wavs/VietMed_007_a_21.wav|chúng ta phải kiểm tra trong máu xem là cái thuốc đó nó vào trong nó nó tác dụng tốt hay không là do đó nên khi mà dùng|VietMed_007_a
wavs/VietMed_007_a_22.wav|thuốc này thì ta phải dùng một cái xét nghiệm máu để tính ra các chỉ số gọi là số inr gì để mà xem xem cái tác|VietMed_007_a
wavs/VietMed_007_a_23.wav|dụng của thuốc nó đủ hay chưa và nếu mà thuốc này thấp quá là nó|VietMed_007_a
wavs/VietMed_007_a_25.wav|người máu não nhưng mà nếu mà để nó cao quá thì nó sẽ gây ra các biến chứng là|VietMed_007_a
wavs/VietMed_007_a_27.wav|như vậy thì nó có đạt cái hiệu quả hay chưa có thấp quá hay có cao quá hay không để điều chỉnh kịp thời một cái rắc rối là|VietMed_007_a
wavs/VietMed_007_a_28.wav|cái cái cái việc mà kiểm soát này không hề dễ dàng tí nào hết ngoài cái chuyện phiền phức do phải|VietMed_007_a
wavs/VietMed_007_a_29.wav|kiểm sát phải xét nghiệm thường xuyên rồi tùy theo cái cái giá trị đó phải|VietMed_007_a
wavs/VietMed_007_a_3.wav|nó không hình thành nữa là không còn cục máu đông trong tim nữa thì như vậy nó sẽ không có gây ra những cái tắc mạch|VietMed_007_a
wavs/VietMed_007_a_31.wav|có tình trạng như vậy thì cái thuốc này nó hấp thu vào trong người mình nó rất|VietMed_007_a
wavs/VietMed_007_a_32.wav|là thay đổi tùy theo rất là nhiều thứ trong đó đặc biệt là cái chế độ ăn là cái ăn uống mỗi ngày nó khác nhau á thì|VietMed_007_a
wavs/VietMed_007_a_33.wav|uống thuốc vào có thể hôm nay nó hấp thu tốt mai nó sẽ tăng lên ngày mai mình ăn uống|VietMed_007_a
wavs/VietMed_007_a_35.wav|những cơ thể nữa thành ra cái việc dùng thuốc này rất là khó khăn và thực tế là|VietMed_007_a
wavs/VietMed_007_a_37.wav|của nó không có cao nhưng mà rất là hình thức thì rất là may mắn là những năm gần đây thì mình có một cái nhóm thuốc khác|VietMed_007_a
wavs/VietMed_007_a_39.wav|chất trong cơ thể như vậy thì mình sẽ có thể dùng với liều đã cố định luôn là không có không có cần phải xét nghiệm|VietMed_007_a
wavs/VietMed_007_a_40.wav|thường xuyên để mà đánh giá cái cái tác dụng của thuốc nữa là thuốc uống đúng liều thì nó là phải giữ ổn định được|VietMed_007_a
wavs/VietMed_007_a_41.wav|tác dụng của thuốc và các tương tác thuốc tương tác với thức ăn uống rất là ít thì mình sẽ rất là thuận lợi cho|VietMed_007_a
wavs/VietMed_007_a_42.wav|việc sử dụng đồng thời là cái hiệu quả của thuốc cũng đã được chứng minh rằng nó có hiệu quả ít nhất là tương|VietMed_007_a
wavs/VietMed_007_a_44.wav|đông thì một những cái mình e ngại nhất sẽ là các biến chứng xuất huyết thì mình dùng thuốc mình mong muốn của mình|VietMed_007_a
wavs/VietMed_007_a_45.wav|là làm cho cục máu đông nó không có tuần không có hình thành gây ra hậu quả nữa nhưng mà cái biến chứng của nó|VietMed_007_a
wavs/VietMed_007_a_47.wav|còn có hai cái thuốc khác mới vào đang vào thị trường nữa mình có những cái lựa chọn như vậy có|VietMed_007_a
wavs/VietMed_007_a_48.wav|thể sử dụng và tính đương nhiên là những người thuốc mới với những ưu điểm vượt trội như vậy thì giá thành ở sẽ cao hơn|VietMed_007_a
wavs/VietMed_007_a_49.wav|nhưng mà nếu chúng ta tính về cái chi phí hiệu quả và kể thuận lợi cho cái việc theo dõi chăm sóc người bệnh thì|VietMed_007_a
wavs/VietMed_007_a_5.wav|để mà giảm xóa bỏ cái chuyện hình thành cái cục máu đông đó hiện ta sẽ dùng một số biện pháp trong đó thì chủ|VietMed_007_a
wavs/VietMed_007_a_50.wav|những thuốc này ở gọi là đắt xắt ra miếng lợi ích|VietMed_007_a
wavs/VietMed_007_a_51.wav|trong việc sử dụng của mình như vậy là chúng ta đã|VietMed_007_a
wavs/VietMed_007_a_53.wav|nhĩ còn gây ra cái cái cái có khả năng gây ra những biến chứng đó thì chúng ta vẫn còn dùng như vậy thì chỉ trừ khi nào|VietMed_007_a
wavs/VietMed_007_a_54.wav|mà chúng ta cả các bác sĩ tim mạch thì bên đây chẳng hạn cho một cái chỉ định ở đó loại trừ hoàn toàn không còn rung nhĩ|VietMed_007_a
wavs/VietMed_007_a_56.wav|lưu ý sử dụng thì cái thuốc tăng đông đặc biệt là thuốc tăng đông tăng đông thế hệ|VietMed_007_a
wavs/VietMed_007_a_58.wav|hơn nhưng mà chúng ta vẫn phải theo dõi tùy theo cái mức độ về đặc tính của cơ thể mình ví dụ như mình đang có cái vấn đề|VietMed_007_a
wavs/VietMed_007_a_6.wav|yếu đã dùng là thuốc thì thuốc để và điều trị mà phù hợp nhất cho cái cái|VietMed_007_a
wavs/VietMed_007_a_60.wav|đúng cái chỉ định và tái khám định kỳ theo đúng cái là cái cái lịch hẹn của bác sĩ để bác sĩ mình sẽ đánh giá xem|VietMed_007_a
wavs/VietMed_007_a_61.wav|cái thuốc mà mình lúc đó nó còn phù hợp hay không có cần phải xét nghiệm gì để kiểm tra hay không đồng thời thì ngoài|VietMed_007_a
wavs/VietMed_007_a_62.wav|cái chuyện đó ra thì mình sẽ phải lưu ý bây giờ giấc uống thuốc nó phải ổn định chúng ta không thể nào thay đổi một cách quá nhiều nhiều|VietMed_007_a
wavs/VietMed_007_a_64.wav|các thuốc này nó có một cái nháy cái biến chứng là mình đáng ngại nhất là|VietMed_007_a
wavs/VietMed_007_a_65.wav|cái chuyện xuất huyết thì xuất huyết ở bên trong nội tạng thì không nói|VietMed_007_a
wavs/VietMed_007_a_66.wav|mình sẽ dùng cái bác sĩ sẽ kiểm soát những chuyện đó là các yếu tố để mà giảm đi những chứng xuất huyết trong não|VietMed_007_a
wavs/VietMed_007_a_67.wav|nhiên thì mình có những cái biến chứng xuất huyết ở ngoài bên phía ngoài mà mình cần phải tránh trong cái cuộc sống|VietMed_007_a
wavs/VietMed_007_a_68.wav|ví dụ như là nếu chúng ta bị chấn thương thì sẽ dễ bị chảy máu chảy máu khó|VietMed_007_a
wavs/VietMed_007_a_70.wav|biến chứng đó là như vậy chúng ta phải tuân thủ được điều trị theo dõi tái khám bệnh ta dùng ở cho nó tốt và nếu mà có|VietMed_007_a
wavs/VietMed_007_a_71.wav|vấn đề gì liên quan đến việc dùng thuốc hoặc là có cái bệnh gì lý gì khác cần phải|VietMed_007_a
wavs/VietMed_007_a_72.wav|điều trị hiện ta cũng vẫn phải khám để hỏi ý kiến bác sĩ xem chúng ta không được tự ý ngưng thuốc đôi khi có một số|VietMed_007_a
wavs/VietMed_007_a_74.wav|này chữa bệnh cái xong rồi tôi uống trở lại thì cái đó là cái hoàn toàn sai lầm chúng ta phải duy trì và tất cả mọi thứ|VietMed_007_a
wavs/VietMed_007_a_75.wav|đều phải hỏi ý kiến bác sĩ khi chúng ta có nhắc đến là tuân thủ điều trị vậy thì tại sao tuân thủ điều trị lại|VietMed_007_a
wavs/VietMed_007_a_77.wav|thì đương nhiên là cái người lớn tuổi thì có nguy cơ bệnh đều cao và đối với rung nhĩ thì là có rung nhĩ cộng với|VietMed_007_a
wavs/VietMed_007_a_78.wav|lớn tuổi thì cái cái nguy cơ đột quỵ là sẽ rõ ràng là sẽ tăng lên và như vậy|VietMed_007_a
wavs/VietMed_007_a_79.wav|thường thường nếu mà có đặc biệt nó có kèm theo là các nguy cơ gì khác nữa thì cái cái cái nguy cơ đột quỵ sẽ tăng|VietMed_007_a
wavs/VietMed_007_a_8.wav|có thể gọi đây là thuốc lẫn máu hay là một số cái tên khác mà thì nó có thể|VietMed_007_a
wavs/VietMed_007_a_81.wav|nhắc nhở để cho người thân của mình uống thuốc được tốt đẹp tốt hơn song song đó|VietMed_007_a
wavs/VietMed_007_a_82.wav|là phải đánh giá các cái cái cái bệnh động mạch là cùng trên người lớn tuổi thường có thể có kèm theo nhiều bệnh có|VietMed_007_a
wavs/VietMed_007_a_84.wav|quỵ như vậy thì ta phải đánh giá toàn diện để mà kiểm tra hết mọi thứ và chúng|VietMed_007_a
wavs/VietMed_007_a_85.wav|ta điều chỉnh thuốc cho nó phù hợp và khi có chỉ định thuốc thì phải tuân thủ|VietMed_007_a
wavs/VietMed_007_a_86.wav|khi việc sử dụng thuốc đó lên lịch lên kế hoạch người nhắc có|VietMed_007_a
wavs/VietMed_007_a_87.wav|người nhắc thật là có những cái phương tiện hiện tại như là chúng ta dùng điện thoại nhắc giờ chẳng hạn thì đó để chúng ta|VietMed_007_a
wavs/VietMed_007_a_88.wav|hỗ trợ đồng thời là một yếu tố quan trọng nữa là mặc dù chúng ta dự phòng có|VietMed_007_a
wavs/VietMed_007_a_89.wav|thể tốt rồi nhưng mà đôi khi nó vẫn cứ xảy ra tình trạng đột quỵ thì như vậy|VietMed_007_a
wavs/VietMed_007_a_9.wav|nhầm lẫn với một cái nhóm thuốc khác đó là nhóm thuốc gọi là thuốc chống tiểu cầu tiểu cầu mà cụ|VietMed_007_a
wavs/VietMed_007_a_90.wav|chúng ta cần phải nắm rõ các triệu chứng của đột quỵ nếu lỡ nó có xảy ra thì chúng ta sẽ phát hiện ta đưa đi cấp cứu|VietMed_007_a
wavs/VietMed_007_a_91.wav|kịp thời thì nếu chúng ta làm cái cứu kịp thời thì chúng ta có thể giảm thiểu được cái hậu quả do đột quỵ gây ra|VietMed_007_a
wavs/VietMed_007_a_93.wav|cứu ngay nên bạn có thể giám sát thêm bằng các phương tiện hiện đại hơn ví dụ như là bạn sẽ gắn camera ở nhà để mình|VietMed_007_a
wavs/VietMed_007_a_94.wav|có thể theo dõi cái biểu hiện ở nhà nếu mà đột xuất có vấn đề gì mà mình không có người bên cạnh|VietMed_007_a
wavs/VietMed_007_a_96.wav|nhân thì đột quỵ thiếu máu não nó thực ra có rất là nhiều nguyên nhân nhưng mà|VietMed_007_a
wavs/VietMed_007_a_97.wav|mình có thể có ba cái nguyên nhân chính thường gặp nhất nguyên nhân mà chúng ta đang nói ở đây nó là rung nhĩ|VietMed_007_a
wavs/VietMed_007_a_98.wav|tạo cục máu đông nó tắt nghẽn mạch máu não nguyên nhân thứ hai|VietMed_007_a
wavs/VietMed_007_a_99.wav|nhân lớn thứ hai là các xơ vữa động mạch xơ vữa động mạch nó làm cái mạch nó nó bị xơ nó bị hẹp dần dần lại là cuối cùng nó|VietMed_007_a
wavs/VietMed_007_b_0.wav|kính thưa quý vị trước tiên là tôi cũng muốn nói rõ về tâm nhĩ là gì và rung nhĩ là gì và cuối|VietMed_007_b
wavs/VietMed_007_b_1.wav|cùng là nói những cái biến chứng của nó kính thưa quý vị tim của chúng ta đó thì được chia làm hai phần chính đó là|VietMed_007_b
wavs/VietMed_007_b_10.wav|nhĩ rung nhĩ là gì thật ra cái danh từ rung nhĩ đó là một cái danh từ mà|VietMed_007_b
wavs/VietMed_007_b_100.wav|đúng mức và đưa ra được một cái chiến lược điều trị cũng như phối hợp thuốc và thích hợp không nên tự ý mua các cái|VietMed_007_b
wavs/VietMed_007_b_101.wav|loại thuốc dù đó là thuốc tây y đông y hay là cây mà tự sử dụng một mình thì|VietMed_007_b
wavs/VietMed_007_b_102.wav|điều đó là điều có thể gây ra những cái hậu quả rất là nghiêm trọng|VietMed_007_b
wavs/VietMed_007_b_104.wav|tôi nghĩ là cao nhất đó là chúng ta dự phòng làm sao đó để chúng ta|VietMed_007_b
wavs/VietMed_007_b_105.wav|đừng bị rung nhĩ rung nhĩ có những cái yếu tố nguy cơ có|VietMed_007_b
wavs/VietMed_007_b_106.wav|những yếu tố nguyên nhân mà có thể gây rung nhĩ ví dụ chúng ta tăng huyết áp và chúng ta không khống chế thì nó sẽ|VietMed_007_b
wavs/VietMed_007_b_107.wav|gây ra rung nhĩ bệnh mạch vành mà chúng ta không điều trị tốt có thể gây ra rung nhĩ suy tim và chúng ta không|VietMed_007_b
wavs/VietMed_007_b_108.wav|kiểm soát tốt thì có thể gây ra rung nhĩ vân vân thì việc đầu tiên nhất nếu mà chúng ta chưa phải là một người run nhĩ|VietMed_007_b
wavs/VietMed_007_b_109.wav|thì chúng ta phải giải quyết những yếu tố nguy cơ đó để chúng ta đừng bị rung nhĩ và một khi mà đã bị rung nhĩ rồi đó|VietMed_007_b
wavs/VietMed_007_b_11.wav|người ta sử dụng trong điện tâm đồ khi đọc một cái bảng điện tâm đồ mình sẽ kết luận đây là có tình trạng rung nhĩ như|VietMed_007_b
wavs/VietMed_007_b_110.wav|thì chúng ta phải có cái cách điều trị cách điều trị đó là chúng ta phải xóa|VietMed_007_b
wavs/VietMed_007_b_111.wav|cái rung nhĩ đó đi chúng ta phải điều trị bằng thuốc hoặc là bằng sốc điện|VietMed_007_b
wavs/VietMed_007_b_112.wav|hoặc là bị đốt điện để cho không còn rung nhĩ nữa mà nếu không còn rung nhĩ thì không còn biến chứng và chắc chắn|VietMed_007_b
wavs/VietMed_007_b_114.wav|những biện pháp nào bằng những cách nào và nếu mà một khi mà chúng ta đã bị|VietMed_007_b
wavs/VietMed_007_b_115.wav|rung nhĩ không có biện pháp nào có thể xóa bỏ rung nhĩ thì chúng ta phải chấp nhận sống chung với nó mà khi chấp nhận|VietMed_007_b
wavs/VietMed_007_b_116.wav|sống chung với nó rồi thì chúng ta phải tìm cách hạn chế tối đa phòng ngừa những cái biến chứng bệnh do nó ra ví dụ đối|VietMed_007_b
wavs/VietMed_007_b_117.wav|với tình trạng rung nhĩ tim đập nó quá nhanh thì chúng ta phải có biện pháp nào để kiểm soát các tần số đó đừng cho đập|VietMed_007_b
wavs/VietMed_007_b_118.wav|nhanh nữa đừng có tổn hại thêm trái tim và nếu mà một cái khi đã có rung nhĩ thì|VietMed_007_b
wavs/VietMed_007_b_119.wav|chắc chắn rằng không sớm thì muộn có thể là hình thành những cái huyết khối ở trong buồng tâm nhĩ và từ đó gây ra tắc|VietMed_007_b
wavs/VietMed_007_b_12.wav|vậy đó là một cái sự rối loạn về mặt điện học của tâm nhĩ của mình nó không còn hoạt động một cách điêu thẳng nữa mà|VietMed_007_b
wavs/VietMed_007_b_120.wav|mạch nơi khác chúng ta phải điều trị làm sao đó để ngăn chặn quá trình hình thành các cục máu đông ở|VietMed_007_b
wavs/VietMed_007_b_121.wav|trong tâm nhĩ với chúng ta để mà tránh được những biến chứng phiên tắc thì cái cách mà sử dụng kháng đông như thế nào|VietMed_007_b
wavs/VietMed_007_b_123.wav|trong người của chúng ta đó thì nó không có tích tụ ở trong người ví dụ như với loại thuốc kháng đông đó kháng|VietMed_007_b
wavs/VietMed_007_b_125.wav|tốt rồi đó thì khi chúng ta nghĩ khoảng bốn đến năm ngày thì coi như là không còn một miếng thuốc nào trong người của|VietMed_007_b
wavs/VietMed_007_b_127.wav|thì những cái loại thuốc đó chỉ trong vòng hai bốn tiếng đồng hồ tới bốn tám tiếng|VietMed_007_b
wavs/VietMed_007_b_128.wav|đồng hồ là nó không còn trong người mình nữa rồi như vậy khi mà chúng ta ngưng thuốc hai ngày đối với noark hoặc là bốn năm|VietMed_007_b
wavs/VietMed_007_b_129.wav|ngày đối với các thuốc mà gọi là tháng đó thì không còn thuốc trong người nữa nghĩa là không còn thuốc không|VietMed_007_b
wavs/VietMed_007_b_13.wav|những cái hoạt động điện trong tâm nhĩ đó nó khởi phát và nó rất là lộn xộn và|VietMed_007_b
wavs/VietMed_007_b_130.wav|còn có tác dụng kháng đông nữa mà khi không còn tác dụng kháng đông nữa thì cứ nguy cơ tạo thành các huyết khối trong|VietMed_007_b
wavs/VietMed_007_b_131.wav|tâm nhĩ nó sẽ tăng lên mà một khi mà huyết khối đã được hình thành trong tâm|VietMed_007_b
wavs/VietMed_007_b_132.wav|nhĩ rồi thì sẽ gây ra các biến chứng tắc mạch trong đó có thể là tắc mạch não tắc mạch chi vân vân nhẹ rất là nguy hiểm|VietMed_007_b
wavs/VietMed_007_b_133.wav|như vậy thì khi một khi mà đã uống thuốc đặc biệt uống thuốc kháng đông rồi thì|VietMed_007_b
wavs/VietMed_007_b_134.wav|chúng ta phải tuân trị chứ không có được gọi là bỏ trị khi chúng ta phải tuân trị|VietMed_007_b
wavs/VietMed_007_b_135.wav|chúng ta phải kiên trị theo đúng như chỉ định của bác sĩ thì mới có thể là đạt được cái hiệu quả cao nhất về cái chuyện|VietMed_007_b
wavs/VietMed_007_b_136.wav|là tránh được cái biến cố bị đột quỵ do tình trạng rung nhĩ gây ra như vậy là|VietMed_007_b
wavs/VietMed_007_b_137.wav|phải tập một cái thói quen bẻ mà chúng ta uống thuốc đúng giờ và hàng ngày ví|VietMed_007_b
wavs/VietMed_007_b_138.wav|dụ đối với cái lúc mà những loại thuốc nào mà chúng ta tập thành thói quen đó là sau khi ăn buổi chiều thì chúng ta|VietMed_007_b
wavs/VietMed_007_b_139.wav|uống thuốc cứ một thói quen như vậy đều đặn hoặc là có những cái loại thuốc là gì sau khi đánh răng xong là phải|VietMed_007_b
wavs/VietMed_007_b_14.wav|cũng có một cái điều là cái hình thức về rối loạn điện học đó nó cũng tương đồng với cái hoạt động về cơ học của tâm nhĩ|VietMed_007_b
wavs/VietMed_007_b_140.wav|uống thuốc như vậy có một cái thói quen như vậy khi tập được cái thói quen như vậy á thì có việc mà chúng ta không bỏ|VietMed_007_b
wavs/VietMed_007_b_141.wav|quên liều thuốc chúng ta tuân thủ điều trị rất là tốt mà như vậy thì nó phát huy tối đa các tác dụng phòng ngừa đột|VietMed_007_b
wavs/VietMed_007_b_142.wav|quỵ cho rung nhĩ thì mới đem lại kết quả tốt nhất như vậy chúng ta thấy rằng cái việc dự phòng biến chứng do rung nhĩ|VietMed_007_b
wavs/VietMed_007_b_144.wav|hợp bị rung nhĩ có những trường hợp là người bệnh có triệu chứng hồi hộp và|VietMed_007_b
wavs/VietMed_007_b_145.wav|đến khám thì khi ra điện tâm đồ này phát hiện ra rung nhĩ trường hợp thứ hai là|VietMed_007_b
wavs/VietMed_007_b_146.wav|những bệnh nhân này có những cái bệnh bệnh khác những cái bệnh mà tăng huyết áp hay là suy tim hay là bệnh mạch vành|VietMed_007_b
